Protein;Np;Young WT 1;Young WT 2;Old WT 1;Old WT 2;Ht pro 1;Ht pro 2;Hm pro 1;Hm pro 2;Mean z Young WT;Mean z Old WT;Mean z Ht pro;Mean z Hm pro;∆ mean z Old WT;∆ mean z Ht pro;∆ mean z Hm pro;P value Old WT;P value Ht pro;P value Hm pro;Change Old WT;Change Ht pro;Change Hm pro;Artifact
>sp|Q69ZH9|RHG23_MOUSE Rho GTPase-activating protein 23 OS=Mus musculus GN=Arhgap23 PE=1 SV=2;11;0.095457842;-0.0300241;-0.41222651;-1.37113675;-0.115210606;0.651626576;1.646743656;0.444066994;0.032716871;-0.89168163;0.268207985;1.045405325;-0.924398501;0.235491114;1.012688454;0.200702732880378;0.729997076844933;0.165594586244941;0;0;0;FALSE
>sp|Q8BIW1|PRUNE_MOUSE Protein prune homolog OS=Mus musculus GN=Prune PE=1 SV=1;7;0.0347848;0.183600691;-0.696937473;-0.937680414;-0.956935363;-0.978917814;-1.026087141;-0.892455187;0.1091927455;-0.8173089435;-0.9679265885;-0.959271164;-0.926501689;-1.077119334;-1.0684639095;0.0939379552764651;0.0588554030106726;0.0604593838830137;0;0;0;FALSE
>tr|Q9D3J3|Q9D3J3_MOUSE BCL2-like 12 (Proline rich), isoform CRA_b OS=Mus musculus GN=Bcl2l12 PE=1 SV=1;1;0.611799729;-0.561423178;-0.464233481;-1.340128401;-0.863455211;-0.253923518;0.087944832;-1.682886062;0.0251882755;-0.902180941;-0.5586893645;-0.797470615;-0.9273692165;-0.58387764;-0.8226588905;0.275501460653582;0.481005564851892;0.329045479828881;0;0;0;FALSE
>sp|Q9DCB8|ISCA2_MOUSE Iron-sulfur cluster assembly 2 homolog, mitochondrial OS=Mus musculus GN=Isca2 PE=1 SV=2;3;-0.964696144;0.972524736;-0.646119959;-1.201841649;-0.652330239;0.520336408;0.420533589;0.07894746;0.00391429599999998;-0.923980804;-0.0659969155;0.2497405245;-0.9278951;-0.0699112115;0.2458262285;0.272817511468575;0.931150224091666;0.762001242433429;0;0;0;FALSE
>tr|S4R2D6|S4R2D6_MOUSE Ankyrin-2 OS=Mus musculus GN=Ank2 PE=1 SV=1;1;0.498454745;-0.468889445;-0.827485715;-0.999102188;-0.975283298;-1.169216226;-0.035279389;-0.263312599;0.01478265;-0.9132939515;-1.072249762;-0.149295994;-0.9280766015;-1.087032412;-0.164078644;0.131375690191416;0.0853479927590843;0.771947881114964;0;0;0;FALSE
>sp|Q8BYM8|SYCM_MOUSE Probable cysteine--tRNA ligase, mitochondrial OS=Mus musculus GN=Cars2 PE=1 SV=2;2;0.422021336;-0.340410135;-1.050823344;-0.723775873;-1.711755735;-1.078280905;-0.150462115;-1.409919347;0.0408056005;-0.8872996085;-1.39501832;-0.780190731;-0.928105209;-1.4358239205;-0.8209963315;0.189481136785467;0.0589558249129311;0.239665174133281;0;0;0;FALSE
>sp|Q60902|EP15R_MOUSE Epidermal growth factor receptor substrate 15-like 1 OS=Mus musculus GN=Eps15l1 PE=1 SV=3;21.5;0.000293867;0.05589964;-0.641191724;-1.159223463;-0.970038167;-0.18878644;0.456766124;0.867639033;0.0280967535;-0.9002075935;-0.5794123035;0.6622025785;-0.928304347;-0.607509057;0.634105825;0.131134075351867;0.300779985745978;0.281716224854076;0;0;0;FALSE
>sp|O54774|AP3D1_MOUSE AP-3 complex subunit delta-1 OS=Mus musculus GN=Ap3d1 PE=1 SV=1;33;0.149489418;-0.21078818;-0.970139276;-0.953376873;-0.198560356;0.383881523;0.005524127;0.379146408;-0.030649381;-0.9617580745;0.0926605835;0.1923352675;-0.9311086935;0.1233099645;0.2229846485;0.112984712064515;0.817750790133671;0.678230471330484;0;0;0;FALSE
>sp|Q8C863|ITCH_MOUSE E3 ubiquitin-protein ligase Itchy OS=Mus musculus GN=Itch PE=1 SV=2;2;0.326605707;-0.257667662;-0.546206782;-1.248496629;0.347168389;-0.429341879;0.375550833;1.370568651;0.0344690225;-0.8973517055;-0.041086745;0.873059742;-0.931820728;-0.0755557675;0.8385907195;0.179609007751686;0.907346496280768;0.221707413131966;0;0;0;FALSE
>sp|P52800|EFNB2_MOUSE Ephrin-B2 OS=Mus musculus GN=Efnb2 PE=1 SV=1;2;-0.47542193;0.486510267;-0.707713119;-1.145215235;0.488048484;-0.00968807;1.055323341;-0.218196097;0.0055441685;-0.926464177;0.239180207;0.418563622;-0.9320083455;0.2336360385;0.4130194535;0.197965930017857;0.732366376892938;0.549074864407261;0;0;0;FALSE
>tr|Q9CTW8|Q9CTW8_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=A730035I17Rik PE=2 SV=2;1;0.423030071;-0.369781034;-0.862985031;-0.951472026;-1.047777377;-0.379414431;-1.254395702;-0.984534152;0.0266245185;-0.9072285285;-0.713595904;-1.119464927;-0.933853047;-0.7402204225;-1.1460894455;0.133187363174019;0.220458416173216;0.0753220187210052;0;0;0;FALSE
>tr|Q5SVX3|Q5SVX3_MOUSE DEAD (Asp-Glu-Ala-Asp) box polypeptide 56 OS=Mus musculus GN=Ddx56 PE=1 SV=1;1;-2.320809909;1.945951043;-0.671847407;-1.572473947;-1.512299413;-1.964212519;-1.445359949;-1.62049237;-0.187429433;-1.122160677;-1.738255966;-1.5329261595;-0.934731244;-1.550826533;-1.3454967265;0.478659864333152;0.254043004360857;0.316901203914856;0;0;0;FALSE
>sp|P22907|HEM3_MOUSE Porphobilinogen deaminase OS=Mus musculus GN=Hmbs PE=1 SV=2;1;-2.782490226;2.257301453;-1.030917569;-1.364750922;-1.776620561;-1.89611462;-1.717255256;-1.417887756;-0.2625943865;-1.1978342455;-1.8363675905;-1.567571506;-0.935239859;-1.573773204;-1.3049771195;0.529849544247821;0.302541383958456;0.386987736249849;0;0;0;FALSE
>tr|E9Q3M9|E9Q3M9_MOUSE Protein 2010300C02Rik OS=Mus musculus GN=2010300C02Rik PE=1 SV=1;3;0.200845859;-0.131211793;-1.376107389;-0.426667891;-0.932335137;0.04512585;-0.571127606;0.245237728;0.034817033;-0.90138764;-0.4436046435;-0.162944939;-0.936204673;-0.4784216765;-0.197761972;0.184702272336949;0.477222398524388;0.765409867431539;0;0;0;FALSE
>tr|Q5EBQ6|Q5EBQ6_MOUSE 60S ribosomal protein L9 OS=Mus musculus GN=Rpl9 PE=1 SV=1;8;0.879707695;-0.88863359;-1.212212854;-0.671505597;0.380200156;0.228481515;-0.064412029;0.715204649;-0.00446294749999998;-0.9418592255;0.3043408355;0.32539631;-0.937396278;0.308803783;0.3298592575;0.227987965282015;0.676893694415175;0.656521595138381;0;0;0;FALSE
>sp|P50172|DHI1_MOUSE Corticosteroid 11-beta-dehydrogenase isozyme 1 OS=Mus musculus GN=Hsd11b1 PE=1 SV=3;2;-1.232351309;1.160324244;-0.947923267;-1.000629333;-0.636474892;-0.629246055;-0.98433879;-1.560472109;-0.0360135325000001;-0.9742763;-0.6328604735;-1.2724054495;-0.9382627675;-0.596846941;-1.236391917;0.280293368455795;0.481246837312613;0.166745372318067;0;0;0;FALSE
>tr|Q3T9S3|Q3T9S3_MOUSE SET translocation OS=Mus musculus GN=Set PE=2 SV=1;8;1.016922403;-1.087834966;-1.626412669;-0.323762855;-0.206757842;-0.664809556;-0.720798104;1.171604778;-0.0354562815;-0.975087762;-0.435783699;0.225403337;-0.9396314805;-0.4003274175;0.2608596185;0.357773806433091;0.687736881862836;0.792704932013444;0;0;0;FALSE
>sp|Q9JK23|PSMG1_MOUSE Proteasome assembly chaperone 1 OS=Mus musculus GN=Psmg1 PE=1 SV=1;2;0.000652114;0.059636419;-1.182759054;-0.637846778;-0.640177261;-0.230460495;-0.136346014;1.001066718;0.0301442665;-0.910302916;-0.435318878;0.432360352;-0.9404471825;-0.4654631445;0.4022160855;0.153043716457342;0.454367036695947;0.515809520755916;0;0;0;FALSE
>sp|Q9D2R8|RT33_MOUSE 28S ribosomal protein S33, mitochondrial OS=Mus musculus GN=Mrps33 PE=1 SV=1;1;1.148931708;-1.203181349;-0.989536986;-0.951003291;0.378339269;0.959973944;-0.773281951;0.581683541;-0.0271248205;-0.9702701385;0.6691566065;-0.095799205;-0.943145318;0.696281427;-0.0686743845;0.314490941148482;0.450255695341733;0.939386661922995;0;0;0;FALSE
>sp|P70697|DCUP_MOUSE Uroporphyrinogen decarboxylase OS=Mus musculus GN=Urod PE=1 SV=2;5;-0.50807843;0.544680974;-0.591074251;-1.260049629;0.045035647;0.632879799;1.08787774;-0.318017061;0.018301272;-0.92556194;0.338957723;0.3849303395;-0.943863212;0.320656451;0.3666290675;0.22012786412626;0.661649878061894;0.617561025653184;0;0;0;FALSE
>sp|P98084|APBA2_MOUSE Amyloid beta A4 precursor protein-binding family A member 2 OS=Mus musculus GN=Apba2 PE=1 SV=2;6;-1.738803867;1.507265091;0.587280105;-2.706853115;-1.493047641;-1.52856783;-1.268324693;-0.218060485;-0.115769388;-1.059786505;-1.5108077355;-0.743192589;-0.944017117;-1.3950383475;-0.627423201;0.502741811011756;0.330981307749483;0.65304844194686;0;0;0;FALSE
>sp|Q80XU3|NUCKS_MOUSE Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Mus musculus GN=Nucks1 PE=1 SV=1;1;-0.572945955;0.563218704;-0.857579817;-1.040390024;-0.841412461;-2.002632181;-1.6902932;-0.479745798;-0.00486362550000002;-0.9489849205;-1.422022321;-1.085019499;-0.944121295;-1.4171586955;-1.0801558735;0.227514915167725;0.0870739806489044;0.173821554764868;0;0;0;FALSE
>sp|Q9WUK2|IF4H_MOUSE Eukaryotic translation initiation factor 4H OS=Mus musculus GN=Eif4h PE=1 SV=3;13;1.238533166;-1.308903701;-2.347739597;0.38889716;0.401702672;0.044777765;-1.581999081;-1.239411185;-0.0351852675;-0.9794212185;0.2232402185;-1.410705133;-0.944235951;0.258425486;-1.3755198655;0.419222233683613;0.821143026781215;0.251134825564175;0;0;0;FALSE
>sp|Q3TVA9|CC136_MOUSE Coiled-coil domain-containing protein 136 OS=Mus musculus GN=Ccdc136 PE=1 SV=2;7;-1.726521228;1.241894321;-0.18198651;-2.192502635;-1.402305461;-1.220701608;-0.598703073;-1.237122655;-0.2423134535;-1.1872445725;-1.3115035345;-0.917912864;-0.944931119;-1.069190081;-0.6755994105;0.406713177068814;0.351110757975927;0.548167548214176;0;0;0;FALSE
>tr|Q14AH9|Q14AH9_MOUSE Gamma-aminobutyric acid (GABA-A) receptor, subunit delta OS=Mus musculus GN=Gabrd PE=1 SV=1;2;-1.950858502;1.658283228;-0.272223735;-1.910614338;-2.031661128;-1.063213026;-1.843801406;-1.145389012;-0.146287637;-1.0914190365;-1.547437077;-1.494595209;-0.9451313995;-1.40114944;-1.348307572;0.452700927821861;0.276769397416482;0.29381242121025;0;0;0;FALSE
>sp|Q80X73|PELO_MOUSE Protein pelota homolog OS=Mus musculus GN=Pelo PE=1 SV=3;1;-0.995482237;0.961819672;-1.235217945;-0.693884303;-0.661223064;0.074801299;-1.620084728;0.029072433;-0.0168312825;-0.964551124;-0.2932108825;-0.7955061475;-0.9477198415;-0.2763796;-0.778674865;0.305587584592331;0.756851492447806;0.394161731491348;0;0;0;FALSE
>tr|J3QQ01|J3QQ01_MOUSE Protein Gm21992 (Fragment) OS=Mus musculus GN=Gm21992 PE=1 SV=1;1;0.6112928;-0.554028235;-1.064149364;-0.776096855;-0.196134129;-0.75585866;-1.47435366;0.311393138;0.0286322825;-0.9201231095;-0.4759963945;-0.581480261;-0.948755392;-0.504628677;-0.6101125435;0.247471135036736;0.524075536063234;0.444209036946272;0;0;0;FALSE
>sp|Q91W52|TMM19_MOUSE Transmembrane protein 19 OS=Mus musculus GN=Tmem19 PE=1 SV=1;1;-1.566871629;1.413638293;-0.994501225;-1.057860053;-1.553444157;-1.688885456;-0.343565674;-0.931269558;-0.076616668;-1.026180639;-1.6211648065;-0.637417616;-0.949563971;-1.5445481385;-0.560800948;0.341240275415026;0.140268200874525;0.565756301999245;0;0;0;FALSE
>sp|O35643|AP1B1_MOUSE AP-1 complex subunit beta-1 OS=Mus musculus GN=Ap1b1 PE=1 SV=2;25;0.485774015;-0.451432889;-1.122906745;-0.742091049;0.332604337;0.775258012;1.089132098;0.563109042;0.017170563;-0.932498897;0.5539311745;0.82612057;-0.94966946;0.5367606115;0.808950007;0.140117861000704;0.379016912370687;0.199590943670372;0;0;0;FALSE
>tr|B2RR26|B2RR26_MOUSE NHL repeat containing 2 OS=Mus musculus GN=Nhlrc2 PE=1 SV=1;2;-0.897802441;0.905410983;-0.615883829;-1.279010743;0.311149143;0.321449722;0.608233158;0.01557944;0.00380427100000003;-0.947447286;0.3162994325;0.311906299;-0.951251557;0.3124951615;0.308102028;0.221656035177135;0.673142375203232;0.677421386811032;0;0;0;FALSE
>sp|Q9QYX7|PCLO_MOUSE Protein piccolo OS=Mus musculus GN=Pclo PE=1 SV=4;68;0.42679964;-0.386754131;-1.445996937;-0.420513232;-0.421347625;0.02061714;-0.771696106;0.044748125;0.0200227545;-0.9332550845;-0.2003652425;-0.3634739905;-0.953277839;-0.220387997;-0.383496745;0.17586865467149;0.738445447887542;0.564406508259789;0;0;0;FALSE
>sp|Q99LB6|MAT2B_MOUSE Methionine adenosyltransferase 2 subunit beta OS=Mus musculus GN=Mat2b PE=1 SV=1;6;0.150181927;-0.105517717;-0.701759237;-1.160959242;-1.088990212;-1.411569962;-1.556503392;0.083240203;0.022332105;-0.9313592395;-1.250280087;-0.7366315945;-0.9536913445;-1.272612192;-0.7589636995;0.191495173630996;0.0947160525934654;0.287976707453167;0;0;0;FALSE
>sp|Q9WTX6|CUL1_MOUSE Cullin-1 OS=Mus musculus GN=Cul1 PE=1 SV=1;13;-0.291651949;0.375114839;-1.158786963;-0.665198058;-0.497072108;0.151899776;0.617063611;-0.022318741;0.041731445;-0.9119925105;-0.172586166;0.297372435;-0.9537239555;-0.214317611;0.25564099;0.139470139411091;0.719632065740384;0.669153272388975;0;0;0;FALSE
>sp|Q9EQC5|NTKL_MOUSE N-terminal kinase-like protein OS=Mus musculus GN=Scyl1 PE=1 SV=1;3;-1.457689343;1.395400223;-0.775741655;-1.195052298;-2.003922494;-0.853851819;0.625740385;-0.621761597;-0.03114456;-0.9853969765;-1.4288871565;0.00198939399999998;-0.9542524165;-1.3977425965;0.033133954;0.371761106503436;0.204567967063742;0.974514527642296;0;0;0;FALSE
>sp|Q922P8|T132A_MOUSE Transmembrane protein 132A OS=Mus musculus GN=Tmem132a PE=1 SV=2;2;-0.492353663;0.551924797;-1.079790264;-0.770332773;0.416139585;0.899013107;0.304896935;-0.259884385;0.029785567;-0.9250615185;0.657576346;0.022506275;-0.9548470855;0.627790779;-0.00727929199999999;0.146873117250153;0.319618323972943;0.99044621433493;0;0;0;FALSE
>sp|B1AVZ0|UPP_MOUSE Uracil phosphoribosyltransferase homolog OS=Mus musculus GN=Uprt PE=1 SV=1;1;-0.174666413;0.232317166;-0.988176702;-0.863999859;-1.085828441;-1.172489401;0.400346823;-1.023486802;0.0288253765;-0.9260882805;-1.129158921;-0.3115699895;-0.954913657;-1.1579842975;-0.340395366;0.163283352151061;0.100614455492516;0.596644647594443;0;0;0;FALSE
>sp|E9PV24|FIBA_MOUSE Fibrinogen alpha chain OS=Mus musculus GN=Fga PE=1 SV=1;7;0.179586488;-0.140031584;-0.352832696;-1.520012813;-1.043535628;-1.757718208;1.503635752;-1.855963811;0.019777452;-0.9364227545;-1.400626918;-0.1761640295;-0.9562002065;-1.42040437;-0.1959414815;0.400972396295427;0.225470248013818;0.859919231994609;0;0;0;FALSE
>tr|Q9Z2R2|Q9Z2R2_MOUSE Striamin protein OS=Mus musculus GN=Strm PE=2 SV=1;1;0.796544773;-0.760729117;-0.753746203;-1.123142603;-0.322271205;-1.241584068;-0.998759214;-1.056576874;0.017907828;-0.938444403;-0.7819276365;-1.027668044;-0.956352231;-0.7998354645;-1.045575872;0.200872601191021;0.276464721339244;0.166497941736897;0;0;0;FALSE
>sp|Q8BG67|EFR3A_MOUSE Protein EFR3 homolog A OS=Mus musculus GN=Efr3a PE=1 SV=1;3;-0.481121753;0.548938496;-1.519555227;-0.325553575;-0.665463973;0.463653734;0.74956743;-1.213884028;0.0339083715;-0.922554401;-0.1009051195;-0.232158299;-0.9564627725;-0.134813491;-0.2660666705;0.306308423422242;0.880913579212935;0.768022821194558;0;0;0;FALSE
>sp|Q99NF2|NSMF_MOUSE NMDA receptor synaptonuclear signaling and neuronal migration factor OS=Mus musculus GN=Nsmf PE=1 SV=1;1;-1.298569694;1.17957763;-0.766125846;-1.266121828;-1.443074389;-0.598896657;-0.303172277;-1.085260887;-0.059496032;-1.016123837;-1.020985523;-0.694216582;-0.956627805;-0.961489491;-0.63472055;0.30826756062538;0.305994534535785;0.489938384882527;0;0;0;FALSE
>sp|Q9DC29|ABCB6_MOUSE ATP-binding cassette sub-family B member 6, mitochondrial OS=Mus musculus GN=Abcb6 PE=1 SV=1;2;-0.532254985;0.581634547;-0.43174039;-1.432355086;-1.202724306;-0.536359817;-1.091968133;0.142630262;0.024689781;-0.932047738;-0.8695420615;-0.4746689355;-0.956737519;-0.8942318425;-0.4993587165;0.224012295473876;0.252677574986742;0.509200096600977;0;0;0;FALSE
>tr|B2RSC8|B2RSC8_MOUSE E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus GN=Nedd4 PE=1 SV=1;10;-0.641139546;0.686813977;-0.553128505;-1.314696493;-0.104968692;-0.300805222;0.10923345;-0.720836277;0.0228372155;-0.933912499;-0.202886957;-0.3058014135;-0.9567497145;-0.2257241725;-0.328638629;0.190294060254539;0.742699675840945;0.634175312520409;0;0;0;FALSE
>sp|Q04736|YES_MOUSE Tyrosine-protein kinase Yes OS=Mus musculus GN=Yes1 PE=1 SV=3;4;-0.725505735;0.767289936;-0.828203447;-1.045267009;0.479784693;-0.331993033;-0.047536987;-0.918112318;0.0208921005;-0.936735228;0.07389583;-0.4828246525;-0.9576273285;0.0530037295;-0.503716753;0.208755853802241;0.941160376996687;0.490603495463087;0;0;0;FALSE
>tr|Q5I0W0|Q5I0W0_MOUSE ATP synthase F(0) complex subunit B1, mitochondrial OS=Mus musculus GN=Atp5f1 PE=1 SV=1;14;0.575672918;-0.540178013;-1.014044251;-0.866292581;1.268495847;0.959141085;0.108332955;0.931745702;0.0177474525;-0.940168416;1.113818466;0.5200393285;-0.9579158685;1.0960710135;0.502291876;0.156202234794553;0.111797093365239;0.433025093354761;0;0;0;FALSE
>sp|Q9EQG3|SCEL_MOUSE Sciellin OS=Mus musculus GN=Scel PE=1 SV=2;1;1.567327582;-1.692232952;-1.325254706;-0.716603741;1.973616768;-0.197443765;-0.965880863;0.080242883;-0.0624526849999999;-1.0209292235;0.8880865015;-0.44281899;-0.9584765385;0.9505391865;-0.380366305;0.443008335898112;0.446636185438187;0.756522318629949;0;0;0;FALSE
>tr|Q80X81|Q80X81_MOUSE Acetyl-Coenzyme A acetyltransferase 3 OS=Mus musculus GN=Acat3 PE=1 SV=1;1;0.01930733;0.049447795;-1.195098909;-0.654630646;0.362998546;-0.672216346;-1.394875265;-1.383676985;0.0343775625;-0.9248647775;-0.1546089;-1.389276125;-0.95924234;-0.1889864625;-1.4236536875;0.132046893350108;0.747388845107802;0.0389136732306124;0;0;0;FALSE
>sp|Q62209|SYCP1_MOUSE Synaptonemal complex protein 1 OS=Mus musculus GN=Sycp1 PE=1 SV=2;1;0.741753996;-0.694853026;-1.271951306;-0.601578091;0.305930855;-0.184688175;-1.414795085;0.035120669;0.023450485;-0.9367646985;0.06062134;-0.689837208;-0.9602151835;0.037170855;-0.713287693;0.240051093585983;0.961804122207249;0.372271738010565;0;0;0;FALSE
>sp|Q9JJ28|FLII_MOUSE Protein flightless-1 homolog OS=Mus musculus GN=Flii PE=1 SV=1;8;-0.921461165;0.942380175;-1.197511273;-0.705534575;-0.223678169;-0.095007572;0.645104472;-0.793056158;0.010459505;-0.951522924;-0.1593428705;-0.073975843;-0.961982429;-0.1698023755;-0.084435348;0.263115154903159;0.836262253218559;0.918047647966708;0;0;0;FALSE
>sp|Q8JZW5|SH2D5_MOUSE SH2 domain-containing protein 5 OS=Mus musculus GN=Sh2d5 PE=1 SV=2;5;-0.382844695;0.453793278;-0.940480852;-0.914353743;-0.628349937;-0.058675926;1.562180683;-0.528216683;0.0354742915;-0.9274172975;-0.3435129315;0.516982;-0.962891589;-0.378987223;0.4815077085;0.252710083891879;0.639100376850341;0.553240392122575;0;0;0;FALSE
>tr|Q9CWD1|Q9CWD1_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Tmem33 PE=2 SV=1;1;-0.607851747;0.644920191;-0.507566541;-1.382779428;-0.134090256;-0.820083718;-0.376136913;-0.39144602;0.018534222;-0.9451729845;-0.477086987;-0.3837914665;-0.9637072065;-0.495621209;-0.4023256885;0.179169216298295;0.468372228681878;0.553531305541991;0;0;0;FALSE
>sp|Q9Z0P5|TWF2_MOUSE Twinfilin-2 OS=Mus musculus GN=Twf2 PE=1 SV=1;12;0.405917932;-0.296130848;-0.897625542;-0.925579218;-0.340079234;1.183460023;0.232472076;0.245130196;0.054893542;-0.91160238;0.4216903945;0.238801136;-0.966495922;0.3667968525;0.183907594;0.178343469413835;0.588550805112514;0.784533121570026;0;0;0;FALSE
>sp|Q9WUL7|ARL3_MOUSE ADP-ribosylation factor-like protein 3 OS=Mus musculus GN=Arl3 PE=1 SV=1;9;-0.875782252;0.627791059;-1.587560919;-0.596744098;-1.013958907;-1.195269553;-1.815694448;-1.378803314;-0.1239955965;-1.0921525085;-1.10461423;-1.597248881;-0.968156912;-0.9806186335;-1.4732532845;0.197662828939537;0.192602025997524;0.0666283376225935;0;0;0;FALSE
>sp|Q9JJG5|SRTD2_MOUSE SERTA domain-containing protein 2 OS=Mus musculus GN=Sertad2 PE=1 SV=2;1;0.571300708;-0.508099446;-0.608285548;-1.26485345;-0.102681861;0.410692671;-1.188841429;-0.172963435;0.031600631;-0.936569499;0.154005405;-0.680902432;-0.96817013;0.122404774;-0.712503063;0.180099439623765;0.856279609814717;0.309796555927286;0;0;0;FALSE
>sp|Q7TNF0|DOC2A_MOUSE Double C2-like domain-containing protein alpha OS=Mus musculus GN=Doc2a PE=2 SV=1;2;-1.615428661;1.511693231;-0.920408024;-1.119877487;-1.486898179;-1.447787684;-0.496683259;-1.272004902;-0.051867715;-1.0201427555;-1.4673429315;-0.8843440805;-0.9682750405;-1.4154752165;-0.8324763655;0.352704347677965;0.188616607404332;0.42053975057142;0;0;0;FALSE
>sp|Q14BI2|GRM2_MOUSE Metabotropic glutamate receptor 2 OS=Mus musculus GN=Grm2 PE=1 SV=2;14;-0.115999297;0.125483612;-0.809614192;-1.118136562;-1.293444196;0.061786471;-0.259454839;0.154562874;0.0047421575;-0.963875377;-0.6158288625;-0.0524459825;-0.9686175345;-0.62057102;-0.05718814;0.156298968209001;0.343351410339362;0.928076275772308;0;0;0;FALSE
>tr|A2AST1|A2AST1_MOUSE Coiled-coil protein associated with myosin II and DISC1 OS=Mus musculus GN=Ccdc141 PE=1 SV=1;1;2.011591335;-2.279092035;-1.976896308;-0.228114955;1.118649595;1.093285555;-0.494195555;0.161066944;-0.13375035;-1.1025056315;1.105967575;-0.1665643055;-0.9687552815;1.239717925;-0.0328139554999999;0.487080440179206;0.379014392786865;0.980880733797333;0;0;0;FALSE
>sp|P35436|NMDE1_MOUSE Glutamate receptor ionotropic, NMDA 2A OS=Mus musculus GN=Grin2a PE=1 SV=2;6;0.633319871;-0.598929916;-1.11819459;-0.786109906;-0.162857615;1.171958732;1.308360753;1.492388839;0.0171949775;-0.952152248;0.5045505585;1.400374796;-0.9693472255;0.487355581;1.3831798185;0.196522780471824;0.496748450196088;0.0807321607387615;0;0;0;FALSE
>sp|O70252|HMOX2_MOUSE Heme oxygenase 2 OS=Mus musculus GN=Hmox2 PE=1 SV=1;7;0.934779028;-0.884082224;-1.30570013;-0.583895328;-0.630165031;0.085416004;-0.667976057;0.924911337;0.025348402;-0.944797729;-0.2723745135;0.12846764;-0.970146131;-0.2977229155;0.103119238;0.284235655756377;0.73269609804763;0.905477371417084;0;0;0;FALSE
>sp|Q3TMP8|TM38A_MOUSE Trimeric intracellular cation channel type A OS=Mus musculus GN=Tmem38a PE=1 SV=2;2;0.521077026;-0.441062006;-1.136356956;-0.724951057;0.802328959;1.023474625;1.049926762;1.591878803;0.04000751;-0.9306540065;0.912901792;1.3209027825;-0.9706615165;0.872894282;1.2808952725;0.1307536988031;0.167855316914587;0.058192060900813;0;0;0;FALSE
>tr|G3UWR8|G3UWR8_MOUSE Ubiquitin carboxyl-terminal hydrolase 7 (Fragment) OS=Mus musculus GN=Usp7 PE=1 SV=1;1;-1.291819683;1.199614996;-0.987056684;-1.046472993;-1.040969099;-0.634196995;-1.248611863;-0.68797281;-0.0461023435;-1.0167648385;-0.837583047;-0.9682923365;-0.970662495;-0.7914807035;-0.922189993;0.279838160498437;0.371559221905264;0.302627829891873;0;0;0;FALSE
>sp|Q8VDD8|WASH1_MOUSE WAS protein family homolog 1 OS=Mus musculus GN=Wash1 PE=1 SV=1;3;-0.965172571;0.940472309;-1.037741512;-0.932256998;-1.642534121;-0.681882725;-0.488720181;-0.925182831;-0.012350131;-0.984999255;-1.162208423;-0.706951506;-0.972649124;-1.149858292;-0.694601375;0.231959755739724;0.16555841547801;0.381419124965202;0;0;0;FALSE
>sp|Q8BK08|TMM11_MOUSE Transmembrane protein 11, mitochondrial OS=Mus musculus GN=Tmem11 PE=1 SV=1;3;0.206729205;0.167643608;-0.95428322;-0.617213402;-1.19720657;-0.610900759;-0.702300073;-0.544561966;0.1871864065;-0.785748311;-0.9040536645;-0.6234310195;-0.9729347175;-1.091240071;-0.810617426;0.0956081197544213;0.0675509025745908;0.153048374968309;0;0;0;FALSE
>sp|Q8VHE0|SEC63_MOUSE Translocation protein SEC63 homolog OS=Mus musculus GN=Sec63 PE=1 SV=4;2;-1.746488997;0.722144441;-1.992053929;-0.978514042;-1.587324223;-1.414264912;-1.773252226;-0.502933733;-0.512172278;-1.4852839855;-1.5007945675;-1.1380929795;-0.9731117075;-0.9886222895;-0.6259207015;0.321204427846813;0.314088078406293;0.51467128178734;0;0;0;FALSE
>tr|D3Z6J0|D3Z6J0_MOUSE HemK methyltransferase family member 2, isoform CRA_b OS=Mus musculus GN=N6amt1 PE=1 SV=1;2;-4.010132242;4.004641867;0.261137161;-2.213183733;-2.285365605;-0.40309538;4.164827063;-1.020460809;-0.00274518749999997;-0.976023286;-1.3442304925;1.572183127;-0.9732780985;-1.341485305;1.5749283145;0.728055131326327;0.63310197469216;0.57637578283601;0;0;0;FALSE
>sp|Q9CWX2|CIA30_MOUSE Complex I intermediate-associated protein 30, mitochondrial OS=Mus musculus GN=Ndufaf1 PE=1 SV=2;2;-0.81076316;0.82519452;-0.812268824;-1.120701245;-0.043961818;0.01259917;-0.411744618;1.173002152;0.00721568;-0.9664850345;-0.015681324;0.380628767;-0.9737007145;-0.022897004;0.373413087;0.245177215517169;0.977067664745237;0.641880204189817;0;0;0;FALSE
>tr|Q5SUC3|Q5SUC3_MOUSE Calnexin OS=Mus musculus GN=Canx PE=1 SV=1;25.5;2.287442399;-2.497691118;-1.368345374;-0.792131282;1.015929356;0.719290876;-2.885643379;0.966664397;-0.1051243595;-1.080238328;0.867610116;-0.959489491;-0.9751139685;0.9727344755;-0.8543651315;0.583223201408728;0.584122502732189;0.629829322848366;0;0;0;FALSE
